entry,school,category,castUI,dispel,mechanic,attributes,attributesEx,attributesEx2,attributesEx3,attributesEx4,stances,stancesNot,targets,targetCreatureType,requiresSpellFocus,casterAuraState,targetAuraState,castingTimeIndex,recoveryTime,categoryRecoveryTime,interruptFlags,auraInterruptFlags,channelInterruptFlags,procFlags,procChance,procCharges,maxLevel,baseLevel,spellLevel,durationIndex,powerType,manaCost,manCostPerLevel,manaPerSecond,manaPerSecondPerLevel,rangeIndex,speed,modelNextSpell,stackAmount,totem1,totem2,reagent1,reagent2,reagent3,reagent4,reagent5,reagent6,reagent7,reagent8,reagentCount1,reagentCount2,reagentCount3,reagentCount4,reagentCount5,reagentCount6,reagentCount7,reagentCount8,equippedItemClass,equippedItemSubClassMask,equippedItemInventoryTypeMask,effect1,effect2,effect3,effectDieSides1,effectDieSides2,effectDieSides3,effectBaseDice1,effectBaseDice2,effectBaseDice3,effectDicePerLevel1,effectDicePerLevel2,effectDicePerLevel3,effectRealPointsPerLevel1,effectRealPointsPerLevel2,effectRealPointsPerLevel3,effectBasePoints1,effectBasePoints2,effectBasePoints3,effectBonusCoefficient1,effectBonusCoefficient2,effectBonusCoefficient3,effectMechanic1,effectMechanic2,effectMechanic3,effectImplicitTargetA1,effectImplicitTargetA2,effectImplicitTargetA3,effectImplicitTargetB1,effectImplicitTargetB2,effectImplicitTargetB3,effectRadiusIndex1,effectRadiusIndex2,effectRadiusIndex3,effectApplyAuraName1,effectApplyAuraName2,effectApplyAuraName3,effectAmplitude1,effectAmplitude2,effectAmplitude3,effectMultipleValue1,effectMultipleValue2,effectMultipleValue3,effectChainTarget1,effectChainTarget2,effectChainTarget3,effectItemType1,effectItemType2,effectItemType3,effectMiscValue1,effectMiscValue2,effectMiscValue3,effectTriggerSpell1,effectTriggerSpell2,effectTriggerSpell3,effectPointsPerComboPoint1,effectPointsPerComboPoint2,effectPointsPerComboPoint3,spellVisual1,spellVisual2,spellIconId,activeIconId,spellPriority,name,nameFlags,nameSubtext,nameSubtextFlags,description,descriptionFlags,auraDescription,auraDescriptionFlags,manaCostPercentage,startRecoveryCategory,startRecoveryTime,minTargetLevel,maxTargetLevel,spellFamilyName,spellFamilyFlags,maxAffectedTargets,dmgClass,preventionType,stanceBarOrder,dmgMultiplier1,dmgMultiplier2,dmgMultiplier3,minFactionId,minReputation,requiredAuraVision,customFlags
34737,0,0,0,0,0,402653440,0,-2147483648,0,0,0,0,0,0,0,0,0,1,0,0,1,262272,0,0,101,0,0,5,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,64,0,1,1,0,1,1,0,0,0,0,0,0,0,330,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,84,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34731,0,0,0,0,51,0,358,0,50,Food,4128894,,4128892,Restores $o1 health over $d.  Must remain seated while eating.  Also increases Defense by $34731s1 for $34731d.,4128894,Restores $/5;s1 health per second.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34738,0,0,0,0,0,402653440,0,-2147483648,0,0,0,0,0,0,0,0,0,1,0,0,1,262272,0,0,101,0,0,5,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,64,0,1,1,0,1,1,0,0,0,0,0,0,0,420,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,84,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34732,0,0,0,0,51,0,358,0,50,Food,4128894,,4128892,Restores $o1 health over $d.  Must remain seated while eating.  Also increases Attack Power by $34732s1 for $34732d.,4128894,Restores $/5;s1 health per second.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34739,0,0,0,0,0,402653440,0,-2147483648,0,0,0,0,0,0,0,0,0,1,0,0,1,262272,0,0,101,0,0,5,0,86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,64,0,1,1,0,1,1,0,0,0,0,0,0,0,420,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,84,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,34733,0,0,0,0,51,0,358,0,50,Food,4128894,,4128892,Restores $o1 health over $d.  Must remain seated while eating.  Also increases Attack and Casting Speed by $34733s1 for $34733d.,4128894,Restores $/5;s1 health per second.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,3,0,0,0,0,0,1,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8003,0,261,0,0,Might of the Chieftain,4128894,,4128892,,4128892,Increases damage by $s1%.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34741,0,0,0,0,0,0,0,0,67108864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32768,100,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34740,0,0,0,0,0,0,0,107,0,0,Chieftain of Withermaw,16712190,,16712190,,16712190,"Each time you're healed, damage done is increased by $34740s1% for $34740d.",16712190,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34742,0,0,0,0,0,16,0,4,536870912,0,0,0,0,0,0,0,0,14,0,0,9,0,0,0,101,0,0,1,1,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,41,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,32,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62943,0,0,0,0,0,0,0,0,3979,0,47,0,0,Withermaw Ritual,4128894,,8323196,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34743,0,0,0,0,0,65536,136,0,268435456,0,0,0,0,0,0,0,0,22,0,0,9,0,0,0,101,0,0,60,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7999,0,0,0,-1,-1,0,0,0,24,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8001,0,2316,0,50,Leeching Strike,4128894,,4128894,Targets in a $a1 yard cone in front of the caster take $s1 Physical damage.,4128894,,4128894,0,133,1500,0,0,0,0,0,2,2,-1,1,1,1,0,0,0,0
34744,1,0,0,0,0,327680,136,0,512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8002,0,156,0,0,Leeching Strike,16712190,,16712190,Heals the caster for $s1.,16712190,,16712190,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34745,5,0,0,1,0,65536,136,0,0,0,0,0,0,0,0,0,0,16,0,0,15,0,0,0,101,0,0,60,60,32,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,0,313,0,50,Dark Leech,4128894,,4128894,Steals 3000 health from the target when the debuff expires.,4128894,Steals 3000 health from the target when the debuff expires.,4128894,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34746,5,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2999,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,146,0,0,Dark Leech,8323198,,8323196,Deals 3000 Shadow damage to the target.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34747,5,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2999,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,146,0,0,Dark Leech,8323198,,8323196,Heals the caster for $s1.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34748,5,0,0,0,0,327680,32768,2097152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,3619,0,217,0,0,Shade of the Withermaw,4128894,,4128894,Makes the caster immune to all attacks and spells.,4128894,Immune to all attacks and spells.,4128894,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34749,2,0,0,0,0,262144,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,399,0,0,0,-1,-1,0,0,0,22,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005,0,460,0,0,Illumination Aura,4128894,,8323196,Inflicts $s1 Fire damage to enemies in a $a1 yards radius.,8323196,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34750,2,0,0,0,0,262144,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4999,0,0,0,-1,-1,0,0,0,22,0,0,30,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8006,0,65,0,0,Illumination Aura,4128894,,8323196,Restores $s1 health to friendly targets in a $a1 yards radius.,8323196,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,101,0,0,40,40,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,23,23,0,3000,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,34749,34750,0,0,0,0,8004,0,2158,0,50,Illumination Aura,4128894,,4128892,"Causes the caster to automatically inflict $34749s1 Fire damage every $t1 sec. to nearby enemies, and restore $34750s2 health to frienfly targets every $t2 secs. The aura lasts until cancelled.",4128894,"Automatically inflicting $34749s1 Fire damage to nearby enemies, and restoring $34750s1 health to friendly targets every $t1 sec.",4128894,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34752,2,0,0,0,0,65536,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,101,0,0,60,60,8,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,6,0,1,1,0,1,1,0,0,0,0,0,0,0,959,488,0,0,-1,-1,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,185,0,50,Cauterizing Fire,4128894,,4128894,Hurls a fiery ball that causes $s1 Fire damage and an additional $o2 Fire damage over $d.,4128894,$s2 Fire damage every $t2 seconds.,4128894,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34753,1,0,0,0,0,65552,0,4,536871040,0,0,0,0,0,0,0,0,6,0,0,15,0,0,0,101,0,0,60,60,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,10,6,0,1,1,0,1,1,0,0,0,0,0,0,0,4999,799,0,0,-1,-1,0,0,0,21,21,0,0,0,0,0,0,0,0,8,0,0,4000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,64,0,50,Withering Rejuvenation,4128894,,4128894,A slow casting spell that heals a single target for $s1 directly and another $s2 every $t2 seconds for $d.,4128894,Healed over time.,4128892,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34754,5,0,0,2,0,65536,0,0,0,0,0,0,0,0,0,0,0,19,0,0,15,0,0,0,101,0,0,60,60,3,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,6,0,1,1,0,1,1,0,0,0,0,0,0,0,1849,749,0,0,-1,-1,0,0,0,6,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,213,0,0,Witherbolt,8323198,,8323198,"Sends a shadowy bolt at the enemy, causing $s1 Shadow damage directly and leaving a curse on the target that deals another $o2 over $d.",4128894,$s2 shadow damage every $t2 seconds.,4128892,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34755,5,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,6,1,1,1,1,1,1,0,0,0,0,0,0,-16,-16,-16,0,-1,-1,0,0,0,1,1,1,0,0,0,0,0,0,184,185,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,3619,0,1552,55,0,Shadowveil,16712190,,16712190,,16712190,Chance to be hit by attacks and spells reduced by $s1%.,16712190,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34756,5,0,0,0,0,65536,98368,2048,0,0,0,0,0,0,0,0,0,1,0,0,15,0,31756,0,101,0,0,60,60,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34757,0,0,0,0,0,8013,0,937,0,0,Enveloping Shadows,4128894,,4128894,"Envelops the area surrounding the caster in shadows, causing $34757s1 Shadow damage to all nearby enemies within $34757a1 yards every $t1 sec.  Lasts $d.",4128894,Damages all nearby enemies.,4128894,0,133,1500,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34757,5,0,0,0,0,262144,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,849,0,0,0,-1,-1,0,0,0,22,0,0,15,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8014,0,93,0,0,Enveloping Shadows,4128894,,8323196,,8323196,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34758,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,3,0,0,33,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,55155,0,2841,3827,7069,1705,2842,0,0,0,6,1,4,2,2,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42205,0,0,0,0,0,0,0,0,0,0,0,1168,0,1,0,0,Kodoheart Necklace,4128894,,4128876,,4128876,,4128876,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34759,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34758,0,0,0,0,0,108,0,1,0,0,Kodoheart Necklace,4128894,,4128876,Teaches you how to craft a Kodoheart Necklace.,4128894,,4128876,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,0,0,0,0
34760,0,0,0,0,0,65568,0,0,0,0,0,0,0,0,0,0,0,39,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2319,4233,5116,5373,4340,0,0,0,10,2,8,4,2,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42204,0,0,0,0,0,0,0,0,0,0,0,4439,0,1,0,0,Grimtotem Bracers,4128894,,4128892,,4128892,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34761,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34760,0,0,0,0,0,108,0,1,0,0,Pattern: Grimtotem Bracers,4128894,,4128892,Teaches you how to craft Grimtotem Bracers.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34762,0,0,0,0,0,65584,0,0,0,0,0,0,0,0,1,0,0,38,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5956,0,3575,2319,5116,5373,0,0,0,0,4,4,2,1,0,0,0,0,-1,0,0,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42203,0,0,0,0,0,0,0,0,0,0,0,395,0,140,0,0,Ceremonial Belt Buckle,4128894,,8323196,,8323196,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34763,0,0,0,0,0,262400,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,101,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34762,0,0,0,0,0,108,0,1,0,0,Plans: Ceremonial Belt Buckle,4128894,,8323196,Teaches you how to make Ceremonial Belt Buckle.,4128894,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34764,0,0,0,0,0,65920,0,0,0,0,0,0,16384,0,0,0,0,4,0,0,31,0,0,0,101,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6045,0,1,0,0,Essence of Purification,4128894,,4128892,Dowses a brazier in Timbermaw Hold.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34765,0,0,0,0,0,65920,0,0,0,0,0,0,16384,0,0,0,0,4,0,0,31,0,0,0,101,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,59,0,0,1,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6045,0,1,0,0,Eternal Essence of Purification,4128894,,4128892,Dowses a brazier in Timbermaw Hold.,4128894,,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34766,6,0,0,0,0,612368640,136,5,269484032,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,25,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518,0,0,Phasebound,4128894,,4128876,,4128876,Unable to phase between dimensions.,4128894,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
34767,3,0,0,0,0,65536,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,20,20,8,0,0,0,0,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,-1,-1,0,0,0,6,6,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7333,0,1771,0,0,Intruder of the Dream,16712190,,16712190,,16712190,Nature damage every $t1 sec.,16712190,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
34768,6,0,0,0,0,536870912,0,0,537329664,257,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,20,20,29,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,99999,0,0,0,-1,-1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,0,225,0,0,Nightmare,4128894,,4128892,Deals $s1 damage.,4128894,,4128894,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34769,5,0,0,0,0,262144,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,199,0,0,0,-1,-1,0,0,0,22,0,0,15,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322,0,93,0,0,Miasma,4128894,,8323196,,8323196,,4128892,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34770,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,101,0,0,40,40,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,23,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34769,0,0,0,0,0,682,0,93,0,50,Miasma,4128894,,4128892,Causes the caster to automatically inflict $34769s1 Shadow damage every $t1 sec. to nearby enemies. The aura lasts until cancelled.,4128894,Automatically inflicting $34769s1 Shadow damage every $t1 sec. to nearby enemies.,4128894,0,0,0,0,0,0,0,0,1,1,-1,1,1,1,0,0,0,0
34771,5,0,0,0,0,65536,16388,4,0,0,0,0,0,0,0,0,0,1,0,0,13,0,15372,0,101,0,0,60,60,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,49999,-51,0,0,-1,-1,0,11,0,6,6,0,0,0,0,0,0,0,3,33,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,548,0,0,Sap Strength,4128894,,4128894,"Assault the target's mind with Shadow energy, causing $o1 Shadow damage over $d and slowing their movement speed by $s2%.",4128894,$s1 damage dealt when channeling finishes.,4128894,0,133,1500,0,0,0,0,0,1,1,-1,1,1,0,0,0,0,0
34772,3,0,0,3,0,262160,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,0,0,60,60,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,6,6,0,1,1,0,1,1,0,0,0,0,0,0,0,-51,999,0,0,-1,-1,0,0,0,6,6,0,0,0,0,0,0,0,79,3,0,0,6000,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,10,0,97,0,0,Dream Fever,8323198,,8323196,Reduces damage done by $s1% and inflicts $o2 damage over $d,8323198,Damage done reduced by $s1%.Taking $s2 damage every 6 sec.Spreads to nearby targets when dispelled.,4128892,0,0,0,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,0
